"","AR","Camber","Re","ARFac","CamberFac","ReFac","speeds","ARnumber","CLCD","Caoa","slope","yint","gamma","gaoa","Efficiency"
"36",3.6248866,0.1,159848.28,"3.6248866","0.1","159848.28",23.977242,4,6.29515509725331,2.8264,0.037568594110023,0.445453123326293,9.02612196993284,2.8261,0.555113106349206
"37",3.6248866,0.1,178586.68,"3.6248866","0.1","178586.68",26.788002,4,6.62684988966986,2.6806,0.037568594110023,0.445453123326293,8.58123185995723,2.6803,0.555113106349206
"38",3.6248866,0.1,186807.95,"3.6248866","0.1","186807.95",28.0211925,4,6.98443654767207,2.6444,0.037568594110023,0.445453123326293,8.14794192233965,2.644,0.555113106349206
"39",3.6248866,0.1339981,105000,"3.6248866","0.1339981","105000",15.75,4,6.1333773508,2.641,0.0366902867967853,0.567286083223742,9.26013158624349,2.641,0.5526136
"40",3.6248866,0.15773503,31413.316,"3.6248866","0.15773503","31413.316",4.7119974,4,5.57747096983979,1.4265,0.0363226448387434,0.653247262477821,10.1646988206277,1.4261,0.55133258030303
"41",3.6248866,0.15773503,50151.724,"3.6248866","0.15773503","50151.724",7.5227586,4,5.63871973929026,1.4617,0.0363226448387434,0.653247262477821,10.056552603298,1.4611,0.55133258030303
"42",3.6248866,0.15773503,105000,"3.6248866","0.15773503","105000",15.75,4,5.65248280027937,1.4796,0.0363226448387434,0.653247262477821,10.032566019787,1.4792,0.55133258030303
"43",3.6248866,0.15773503,159848.28,"3.6248866","0.15773503","159848.28",23.977242,4,5.14495944735214,0.6137,0.0363226448387434,0.653247262477821,10.9991314096305,0.6137,0.55133258030303
"44",3.6248866,0.15773503,178586.68,"3.6248866","0.15773503","178586.68",26.788002,4,5.38001902985766,0.8933,0.0363226448387434,0.653247262477821,10.5295496855217,0.893,0.55133258030303
"45",3.6248866,0.17745967,50151.724,"3.6248866","0.17745967","50151.724",7.5227586,4,5.22663654785821,0.3335,0.0374990622899489,0.717453609257906,10.8313532162182,0.3333,0.554936106060606
"46",3.6248866,0.17745967,105000,"3.6248866","0.17745967","105000",15.75,4,5.30291477446463,0.4032,0.0374990622899489,0.717453609257906,10.6791599263824,0.403,0.554936106060606
"47",3.6248866,0.17745967,159848.28,"3.6248866","0.17745967","159848.28",23.977242,4,4.92220081061495,-0.2524,0.0374990622899489,0.717453609257906,11.4839628206615,-0.2527,0.554936106060606
"48",3.6248866,0.18611363,105000,"3.6248866","0.18611363","105000",15.75,4,5.13612360684562,-0.0158999999999994,0.03701683599833,0.724374002063111,11.0175963446661,-0.016,0.552128312121212
"49",4.014315,0.0093820154,105000,"4.014315","0.0093820154","105000",15.75,5,10.1148677526889,1.6959,0.0433086375357594,0.126731992719862,5.64399523728591,1.6814,0.573787455172414
"50",4.014315,0.013886369,50151.724,"4.014315","0.013886369","50151.724",7.5227586,5,10.9373194738396,1.8819,0.0436635673396758,0.143312333006343,5.22277189840904,1.8785,0.574485215909091
"51",4.014315,0.013886369,105000,"4.014315","0.013886369","105000",15.75,5,11.7433205254465,1.728,0.0436635673396758,0.143312333006343,4.86602536151304,1.7247,0.574485215909091
"52",4.014315,0.013886369,159848.28,"4.014315","0.013886369","159848.28",23.977242,5,9.45570596809167,2.4499,0.0436635673396758,0.143312333006343,6.03614474685876,2.4457,0.574485215909091
"53",4.014315,0.022540333,31413.316,"4.014315","0.022540333","31413.316",4.7119974,5,11.5691584823026,2.6218,0.0429794710197277,0.183806438670001,4.93967281288753,2.6274,0.572619053333333
"54",4.014315,0.022540333,50151.724,"4.014315","0.022540333","50151.724",7.5227586,5,12.3273645948324,2.3379,0.0430168748100526,0.18369921447107,4.63728138941386,2.344,0.572708662711864
"55",4.014315,0.022540333,105000,"4.014315","0.022540333","105000",15.75,5,12.5165209689358,2.2682,0.0430168748100526,0.18369921447107,4.56756841222686,2.2739,0.572708662711864
"56",4.014315,0.022540333,159848.28,"4.014315","0.022540333","159848.28",23.977242,5,9.19722960571938,3.3712,0.0430903242157117,0.18349598930948,6.20472727722273,3.3724,0.572885266666667
"57",4.014315,0.022540333,178586.68,"4.014315","0.022540333","178586.68",26.788002,5,10.1135944111342,3.1631,0.0430903242157117,0.18349598930948,5.64630503627209,3.167,0.572885266666667
"58",4.014315,0.042264973,23192.05,"4.014315","0.042264973","23192.05",3.4788075,5,10.6005579595003,1.7365,0.042495720280275,0.265137752696986,5.38894511763051,1.7347,0.570735398360656
"59",4.014315,0.042264973,31413.316,"4.014315","0.042264973","31413.316",4.7119974,5,11.2427327330532,1.3957,0.042495720280275,0.265137752696986,5.0827361591823,1.3924,0.570735398360656
"60",4.014315,0.042264973,50151.724,"4.014315","0.042264973","50151.724",7.5227586,5,11.6648593046333,1.2144,0.042495720280275,0.265137752696986,4.89964749587407,1.2099,0.570735398360656
"61",4.014315,0.042264973,72701.801,"4.014315","0.042264973","72701.801",10.90527015,5,11.885593970467,1.1191,0.042495720280275,0.265137752696986,4.80903710514114,1.114,0.570735398360656
"62",4.014315,0.042264973,105000,"4.014315","0.042264973","105000",15.75,5,12.0466494102372,1.0605,0.042495720280275,0.265137752696986,4.74501459306135,1.0553,0.570735398360656
"63",4.014315,0.042264973,137298.2,"4.014315","0.042264973","137298.2",20.59473,5,12.1141364031649,1.0483,0.042495720280275,0.265137752696986,4.71870148416782,1.0434,0.570735398360656
"64",4.014315,0.042264973,159848.28,"4.014315","0.042264973","159848.28",23.977242,5,8.41422657042698,3.1193,0.042495720280275,0.265137752696986,6.77754239881813,3.1186,0.570735398360656
"65",4.014315,0.042264973,178586.68,"4.014315","0.042264973","178586.68",26.788002,5,9.12277022384045,2.6626,0.042495720280275,0.265137752696986,6.25548923950546,2.662,0.570735398360656
"66",4.014315,0.042264973,186807.95,"4.014315","0.042264973","186807.95",28.0211925,5,9.94313295538977,2.1127,0.042495720280275,0.265137752696986,5.74297050197922,2.1118,0.570735398360656
"67",4.014315,0.046153069,105000,"4.014315","0.046153069","105000",15.75,5,11.1099786688992,1.5027,0.0425327531536538,0.27023172288043,5.14317074935246,1.4996,0.571072848333333
"68",4.014315,0.066001896,50151.724,"4.014315","0.066001896","50151.724",7.5227586,5,10.1583235362502,1.3608,0.0418387503715035,0.347779383378497,5.62193325867442,1.3561,0.569161016923077
"69",4.014315,0.066001896,105000,"4.014315","0.066001896","105000",15.75,5,10.6030952628651,1.259,0.0418387503715035,0.347779383378497,5.3874540895511,1.2548,0.569161016923077
"70",4.014315,0.066001896,159848.28,"4.014315","0.066001896","159848.28",23.977242,5,9.20555997190436,1.7544,0.0418387503715035,0.347779383378497,6.19964423832144,1.7525,0.569161016923077
"71",4.014315,0.1,18912.915,"4.014315","0.1","18912.915",2.83693725,5,7.83992758363127,2.285,0.0414578581168831,0.475758362467532,7.26892480539663,2.2847,0.56857898
"72",4.014315,0.1,23192.05,"4.014315","0.1","23192.05",3.4788075,5,8.168175768184,2.0987,0.0414578581168831,0.475758362467532,6.97973736860704,2.0976,0.56857898
"73",4.014315,0.1,31413.316,"4.014315","0.1","31413.316",4.7119974,5,6.51737033735208,2.6357,0.0414578581168831,0.475758362467532,8.72319033417185,2.6354,0.56857898
"74",4.014315,0.1,50151.724,"4.014315","0.1","50151.724",7.5227586,5,8.35943761776676,2.0163,0.0414578581168831,0.475758362467532,6.82152981158013,2.0146,0.56857898
"75",4.014315,0.1,53845.416,"4.014315","0.1","53845.416",8.0768124,5,8.44019284164444,1.9963,0.0414578581168831,0.475758362467532,6.75685167562776,1.9945,0.56857898
"76",4.014315,0.1,72701.801,"4.014315","0.1","72701.801",10.90527015,5,8.45484250953182,1.9918,0.0414578581168831,0.475758362467532,6.74524982779566,1.9901,0.56857898
"77",4.014315,0.1,105000,"4.014315","0.1","105000",15.75,5,8.53883532689486,1.9317,0.0414578581168831,0.475758362467532,6.67949453573456,1.9301,0.56857898
"78",4.014315,0.1,137298.2,"4.014315","0.1","137298.2",20.59473,5,8.58155527254714,1.887,0.0414578581168831,0.475758362467532,6.64654131985699,1.8854,0.56857898
"79",4.014315,0.1,156154.58,"4.014315","0.1","156154.58",23.423187,5,8.60376869682949,1.8649,0.0414578581168831,0.475758362467532,6.62953552254418,1.8634,0.56857898
"80",4.014315,0.1,159848.28,"4.014315","0.1","159848.28",23.977242,5,6.71649161051389,2.5503,0.0414578581168831,0.475758362467532,8.46838172882534,2.55,0.56857898
"81",4.014315,0.1,178586.68,"4.014315","0.1","178586.68",26.788002,5,7.09010190763808,2.41,0.0414578581168831,0.475758362467532,8.02811713222327,2.4098,0.56857898
"82",4.014315,0.1,186807.95,"4.014315","0.1","186807.95",28.0211925,5,7.49928875569548,2.3445,0.0414578581168831,0.475758362467532,7.59532993693248,2.3443,0.56857898
"83",4.014315,0.1,191087.09,"4.014315","0.1","191087.09",28.6630635,5,7.55554813405163,2.3363,0.0414578581168831,0.475758362467532,7.53942681285735,2.336,0.56857898
"84",4.014315,0.1339981,50151.724,"4.014315","0.1339981","50151.724",7.5227586,5,6.62598508329193,2.2816,0.0400985103329506,0.607066509835438,8.5823310307367,2.2815,0.564885265151515
"85",4.014315,0.1339981,105000,"4.014315","0.1339981","105000",15.75,5,6.77104175466834,2.6563,0.0400985103329506,0.607066509835438,8.40110304350616,2.6563,0.564885265151515
"86",4.014315,0.1339981,159848.28,"4.014315","0.1339981","159848.28",23.977242,5,6.17800000406689,1.5964,0.0400985103329506,0.607066509835438,9.1943867431628,1.5959,0.564885265151515
"87",4.014315,0.15384693,105000,"4.014315","0.15384693","105000",15.75,5,6.09860419573688,1.4364,0.0397651674564242,0.683674909292697,9.31201357798966,1.436,0.563841503030303
"88",4.014315,0.15773503,23192.05,"4.014315","0.15773503","23192.05",3.4788075,5,5.93057389536619,0.9559,0.039697052948544,0.698385013328462,9.5710302207341,0.9556,0.563628337878788
"89",4.014315,0.15773503,31413.316,"4.014315","0.15773503","31413.316",4.7119974,5,6.01826666097351,1.2279,0.039697052948544,0.698385013328462,9.43409813150103,1.2275,0.563628337878788
"90",4.014315,0.15773503,50151.724,"4.014315","0.15773503","50151.724",7.5227586,5,6.06690126580894,1.3214,0.039697052948544,0.698385013328462,9.35981648269975,1.321,0.563628337878788
"91",4.014315,0.15773503,72701.801,"4.014315","0.15773503","72701.801",10.90527015,5,6.09132697090449,1.3759,0.039697052948544,0.698385013328462,9.32294678912115,1.3756,0.563628337878788
"92",4.014315,0.15773503,105000,"4.014315","0.15773503","105000",15.75,5,6.10894931259773,1.4053,0.039697052948544,0.698385013328462,9.29652294084976,1.405,0.563628337878788
"93",4.014315,0.15773503,137298.2,"4.014315","0.15773503","137298.2",20.59473,5,6.11625131054286,1.3993,0.039697052948544,0.698385013328462,9.28561602263628,1.399,0.563628337878788
"94",4.014315,0.15773503,159848.28,"4.014315","0.15773503","159848.28",23.977242,5,4.82008435143553,0.572,0.039697052948544,0.698385013328462,11.7205791324907,0.5721,0.563628337878788
"95",4.014315,0.15773503,178586.68,"4.014315","0.15773503","178586.68",26.788002,5,5.4967241544141,0.3424,0.039697052948544,0.698385013328462,10.3108359668599,0.3427,0.563628337878788
"96",4.014315,0.15773503,186807.95,"4.014315","0.15773503","186807.95",28.0211925,5,5.7734855249878,0.643,0.039697052948544,0.698385013328462,9.826433021034,0.643,0.563628337878788
"97",4.014315,0.17745967,31413.316,"4.014315","0.17745967","31413.316",4.7119974,5,5.62842024479839,0.0872000000000002,0.0409612934766726,0.767152724346798,10.0745823369725,0.0869,0.566967710606061
"98",4.014315,0.17745967,50151.724,"4.014315","0.17745967","50151.724",7.5227586,5,5.71728121813851,0.0985,0.0409612934766726,0.767152724346798,9.92113227548456,0.0981000000000001,0.566967710606061
"99",4.014315,0.17745967,105000,"4.014315","0.17745967","105000",15.75,5,5.73480546515136,0.1132,0.0409612934766726,0.767152724346798,9.89141591519904,0.1128,0.566967710606061
"100",4.014315,0.17745967,159848.28,"4.014315","0.17745967","159848.28",23.977242,5,4.94492127232564,-0.8396,0.0409612934766726,0.767152724346798,11.4325754810792,-0.84,0.566967710606061
"101",4.014315,0.17745967,178586.68,"4.014315","0.17745967","178586.68",26.788002,5,5.26135347075826,-0.4764,0.0409612934766726,0.767152724346798,10.7615496595919,-0.4768,0.566967710606061
"102",4.014315,0.18611363,50151.724,"4.014315","0.18611363","50151.724",7.5227586,5,5.5130242900875,-0.3617,0.0405294875065233,0.776054011164457,10.2810063193038,-0.362,0.563781645454545
"103",4.014315,0.18611363,105000,"4.014315","0.18611363","105000",15.75,5,5.62079004065735,-0.2135,0.0405294875065233,0.776054011164457,10.0879760420242,-0.2136,0.563781645454545
"104",4.014315,0.18611363,159848.28,"4.014315","0.18611363","159848.28",23.977242,5,5.07877140567427,-1.0796,0.0405294875065233,0.776054011164457,11.1389180174677,-1.0798,0.563781645454545
"105",4.014315,0.19061798,105000,"4.014315","0.19061798","105000",15.75,5,5.46621423759813,-0.4753,0.0404845478864419,0.794184740291549,10.367144906107,-0.4752,0.570424416666667
"106",4.1631097,0.1,105000,"4.1631097","0.1","105000",15.75,6,8.37371882757137,1.9788,0.0427121612643122,0.485818520803097,6.81004387734747,1.9779,0.572731788679245
"107",4.5245578,0.042264973,105000,"4.5245578","0.042264973","105000",15.75,7,12.002098166072,1.2995,0.0467074927128427,0.285070732063492,4.76271846216654,1.2972,0.584385085454545
"108",4.5245578,0.1,50151.724,"4.5245578","0.1","50151.724",7.5227586,7,8.88955584140288,1.7084,0.0457855904255319,0.510253144592198,6.41827637325037,1.7077,0.582535697916667
"109",4.5245578,0.1,105000,"4.5245578","0.1","105000",15.75,7,9.2234523867412,1.5427,0.0457855904255319,0.510253144592198,6.18771887738987,1.5408,0.582535697916667
"110",4.5245578,0.1,159848.28,"4.5245578","0.1","159848.28",23.977242,7,8.11389685254435,2.0701,0.0457855904255319,0.510253144592198,7.02598408462508,2.0699,0.582535697916667
"111",4.5245578,0.15773503,105000,"4.5245578","0.15773503","105000",15.75,7,6.544990813764,1.0548,0.0435754973280451,0.749240975301812,8.68693619212298,1.0545,0.576859806060606
"112",4.9019238,0.0067530486,105000,"4.9019238","0.0067530486","105000",15.75,8,9.99098239419578,1.3731,0.0499376161731007,0.133772333807509,5.71185735282765,1.3349,0.595541433870968
"113",4.9019238,0.0093820154,50151.724,"4.9019238","0.0093820154","50151.724",7.5227586,8,10.7340986793467,1.3227,0.0502722792760181,0.144228982895928,5.31999939959842,1.3054,0.595966801960784
"114",4.9019238,0.0093820154,105000,"4.9019238","0.0093820154","105000",15.75,8,11.5559755550728,1.1095,0.0502722792760181,0.144228982895928,4.94234557439172,1.0918,0.595966801960784
"115",4.9019238,0.0093820154,159848.28,"4.9019238","0.0093820154","159848.28",23.977242,8,9.27366015751931,1.9622,0.0503041208643457,0.144156808629052,6.15388846746657,1.9553,0.596021308
"116",4.9019238,0.013886369,31413.316,"4.9019238","0.013886369","31413.316",4.7119974,8,11.7533874587771,1.4494,0.0505912355290513,0.163132877229456,4.86122006661646,1.443,0.596313515789474
"117",4.9019238,0.013886369,50151.724,"4.9019238","0.013886369","50151.724",7.5227586,8,12.6589366352368,1.3256,0.0505912355290513,0.163132877229456,4.51472615576557,1.3189,0.596313515789474
"118",4.9019238,0.013886369,105000,"4.9019238","0.013886369","105000",15.75,8,12.8482146643566,1.2391,0.0505912355290513,0.163132877229456,4.44833397706927,1.2318,0.596313515789474
"119",4.9019238,0.013886369,159848.28,"4.9019238","0.013886369","159848.28",23.977242,8,9.1380559921425,2.3147,0.0505912355290513,0.163132877229456,6.2443899034871,2.3088,0.596313515789474
"120",4.9019238,0.013886369,178586.68,"4.9019238","0.013886369","178586.68",26.788002,8,10.137779025555,1.9957,0.0505912355290513,0.163132877229456,5.63240842179994,1.9898,0.596313515789474
"121",4.9019238,0.022540333,23192.05,"4.9019238","0.022540333","23192.05",3.4788075,8,11.9654674791423,2.3931,0.0499933795355588,0.208037828519593,4.77651076309854,2.396,0.594924519230769
"122",4.9019238,0.022540333,31413.316,"4.9019238","0.022540333","31413.316",4.7119974,8,12.7997433865861,2.1734,0.0499933795355588,0.208037828519593,4.46644897928805,2.1767,0.594924519230769
"123",4.9019238,0.022540333,50151.724,"4.9019238","0.022540333","50151.724",7.5227586,8,13.3694191021169,2.0515,0.0499933795355588,0.208037828519593,4.27697664652439,2.0552,0.594924519230769
"124",4.9019238,0.022540333,72701.801,"4.9019238","0.022540333","72701.801",10.90527015,8,13.6746357439101,1.9681,0.0500299491855204,0.20795249933635,4.1817203056381,1.9721,0.594989631372549
"125",4.9019238,0.022540333,105000,"4.9019238","0.022540333","105000",15.75,8,13.8952080766994,1.9387,0.0500299491855204,0.20795249933635,4.11557780424452,1.9437,0.594989631372549
"126",4.9019238,0.022540333,137298.2,"4.9019238","0.022540333","137298.2",20.59473,8,13.9778490809874,1.9255,0.0500299491855204,0.20795249933635,4.09138916001824,1.9304,0.594989631372549
"127",4.9019238,0.022540333,159848.28,"4.9019238","0.022540333","159848.28",23.977242,8,9.10751139435858,2.8667,0.0502052100832562,0.207578271230342,6.26534611622968,2.8661,0.595303460869565
"128",4.9019238,0.022540333,178586.68,"4.9019238","0.022540333","178586.68",26.788002,8,10.0489595471366,2.7315,0.0501366282566218,0.207717737950499,5.68225591215334,2.7316,0.595180335416667
"129",4.9019238,0.022540333,186807.95,"4.9019238","0.022540333","186807.95",28.0211925,8,11.1214297782349,2.5968,0.0501015742857143,0.207792519755102,5.13718647621026,2.5991,0.595117555102041
"130",4.9019238,0.033879061,105000,"4.9019238","0.033879061","105000",15.75,8,12.7391029561431,1.7079,0.0498492519087635,0.260452585555822,4.48836306261963,1.7068,0.59430833
"131",4.9019238,0.042264973,18912.915,"4.9019238","0.042264973","18912.915",2.83693725,8,11.8130622920256,1.5936,0.0496202507239819,0.298836057888386,4.83861769771288,1.5927,0.593352258823529
"132",4.9019238,0.042264973,23192.05,"4.9019238","0.042264973","23192.05",3.4788075,8,12.5485172635179,1.2539,0.0496202507239819,0.298836057888386,4.55623518906067,1.2521,0.593352258823529
"133",4.9019238,0.042264973,31413.316,"4.9019238","0.042264973","31413.316",4.7119974,8,8.89875857614675,3.0737,0.0496202507239819,0.298836057888386,6.41168582548451,3.0732,0.593352258823529
"134",4.9019238,0.042264973,53845.416,"4.9019238","0.042264973","53845.416",8.0768124,8,13.0368194013089,1.0626,0.0496202507239819,0.298836057888386,4.38622666548867,1.06,0.593352258823529
"135",4.9019238,0.042264973,72701.801,"4.9019238","0.042264973","72701.801",10.90527015,8,13.2549035294503,0.9851,0.0496202507239819,0.298836057888386,4.31431680636719,0.9821,0.593352258823529
"136",4.9019238,0.042264973,105000,"4.9019238","0.042264973","105000",15.75,8,13.4817521048175,0.9107,0.0496202507239819,0.298836057888386,4.24197183905967,0.9075,0.593352258823529
"137",4.9019238,0.042264973,137298.2,"4.9019238","0.042264973","137298.2",20.59473,8,13.5622616285216,0.8819,0.0496202507239819,0.298836057888386,4.2168724413938,0.8787,0.593352258823529
"138",4.9019238,0.042264973,156154.58,"4.9019238","0.042264973","156154.58",23.423187,8,13.6030203055146,0.8672,0.0496202507239819,0.298836057888386,4.20427683137369,0.864,0.593352258823529
"139",4.9019238,0.042264973,178586.68,"4.9019238","0.042264973","178586.68",26.788002,8,9.30896969378117,2.8729,0.0496202507239819,0.298836057888386,6.13134535456019,2.8723,0.593352258823529
"140",4.9019238,0.042264973,186807.95,"4.9019238","0.042264973","186807.95",28.0211925,8,10.1252748537509,2.4752,0.0496202507239819,0.298836057888386,5.64035419026717,2.4747,0.593352258823529
"141",4.9019238,0.042264973,191087.09,"4.9019238","0.042264973","191087.09",28.6630635,8,11.1815904587906,1.904,0.0496202507239819,0.298836057888386,5.11047535747343,1.9034,0.593352258823529
"142",4.9019238,0.046153069,50151.724,"4.9019238","0.046153069","50151.724",7.5227586,8,12.4270315686127,1.3357,0.0496183623076923,0.304308472337858,4.60059548152005,1.3339,0.593531909803922
"143",4.9019238,0.046153069,105000,"4.9019238","0.046153069","105000",15.75,8,13.1342809181889,1.0764,0.0496183623076923,0.304308472337858,4.35379267566339,1.0729,0.593531909803922
"144",4.9019238,0.046153069,159848.28,"4.9019238","0.046153069","159848.28",23.977242,8,10.986325373673,2.0096,0.0496183623076923,0.304308472337858,5.20081495094279,2.009,0.593531909803922
"145",4.9019238,0.066001896,31413.316,"4.9019238","0.066001896","31413.316",4.7119974,8,11.5149887945701,0.9996,0.0490579765770917,0.390459347014802,4.96316202968649,0.9962,0.592123151851852
"146",4.9019238,0.066001896,50151.724,"4.9019238","0.066001896","50151.724",7.5227586,8,12.0665396063978,0.8263,0.0490579765770917,0.390459347014802,4.73727028212965,0.8225,0.592123151851852
"147",4.9019238,0.066001896,105000,"4.9019238","0.066001896","105000",15.75,8,12.2116039945226,0.7661,0.0490579765770917,0.390459347014802,4.68122839721325,0.7626,0.592123151851852
"148",4.9019238,0.066001896,159848.28,"4.9019238","0.066001896","159848.28",23.977242,8,9.55166976440418,1.9381,0.0490579765770917,0.390459347014802,5.97669598600742,1.9375,0.592123151851852
"149",4.9019238,0.066001896,178586.68,"4.9019238","0.066001896","178586.68",26.788002,8,10.3587835387889,1.4708,0.0490579765770917,0.390459347014802,5.51398760204792,1.4697,0.592123151851852
